Typical Measured Spectrum of Semrock FF01-542/50 Optical Filter	
1135.8	0.17944
1136.0	0.18238
1136.2	0.18493
1136.4	0.18751
1136.6	0.19013
1136.8	0.19279
1137.0	0.19551
1137.2	0.19903
1137.4	0.20262
1137.6	0.20627
1137.8	0.20998
1138.0	0.21376
1138.2	0.21752
1138.4	0.22134
1138.6	0.22523
1138.8	0.22918
1139.0	0.2332
1139.2	0.23708
1139.4	0.24102
1139.6	0.24502
1139.8	0.24909
1140.0	0.25326
1140.2	0.2581
1140.4	0.26304
1140.6	0.26807
1140.8	0.2732
1141.0	0.27846
1141.2	0.28447
1141.4	0.29061
1141.6	0.29688
1141.8	0.30329
1142.0	0.30984
1142.2	0.31607
1142.4	0.32243
1142.6	0.32891
1142.8	0.33553
1143.0	0.34228
1143.2	0.34922
1143.4	0.35631
1143.6	0.36354
1143.8	0.37091
1144.0	0.37842
1144.2	0.38558
1144.4	0.39287
1144.6	0.4003
1144.8	0.40786
1145.0	0.41561
1145.2	0.42436
1145.4	0.43329
1145.6	0.44241
1145.8	0.45173
1146.0	0.46122
1146.2	0.47046
1146.4	0.47988
1146.6	0.4895
1146.8	0.49931
1147.0	0.50929
1147.2	0.51733
1147.4	0.5255
1147.6	0.53379
1147.8	0.54222
1148.0	0.55079
1148.2	0.56005
1148.4	0.56947
1148.6	0.57905
1148.8	0.58878
1149.0	0.59865
1149.2	0.60753
1149.4	0.61655
1149.6	0.62569
1149.8	0.63498
1150.0	0.64428
1150.2	0.65078
1150.4	0.65734
1150.6	0.66397
1150.8	0.67067
1151.0	0.67743
1151.2	0.68355
1151.4	0.68971
1151.6	0.69594
1151.8	0.70222
1152.0	0.70851
1152.2	0.71285
1152.4	0.71722
1152.6	0.72162
1152.8	0.72605
1153.0	0.73041
1153.2	0.73183
1153.4	0.73326
1153.6	0.73469
1153.8	0.73613
1154.0	0.73751
1154.2	0.73791
1154.4	0.7383
1154.6	0.7387
1154.8	0.73909
1155.0	0.73944
1155.2	0.7376
1155.4	0.73576
1155.6	0.73393
1155.8	0.7321
1156.0	0.73023
1156.2	0.72687
1156.4	0.72353
1156.6	0.7202
1156.8	0.71689
1157.0	0.71358
1157.2	0.7101
1157.4	0.70664
1157.6	0.7032
1157.8	0.69977
1158.0	0.69632
1158.2	0.69084
1158.4	0.6854
1158.6	0.68001
1158.8	0.67465
1159.0	0.66937
1159.2	0.66497
1159.4	0.66059
1159.6	0.65624
1159.8	0.65192
1160.0	0.64762
1160.2	0.64307
1160.4	0.63856
1160.6	0.63408
1160.8	0.62963
1161.0	0.6252
1161.2	0.61972
1161.4	0.61429
1161.6	0.6089
1161.8	0.60356
1162.0	0.59836
1162.2	0.59514
1162.4	0.59195
1162.6	0.58877
1162.8	0.58561
1163.0	0.58245
1163.2	0.57788
1163.4	0.57335
1163.6	0.56886
1163.8	0.5644
1164.0	0.56004
1164.2	0.55739
1164.4	0.55474
1164.6	0.55211
1164.8	0.54949
1165.0	0.54689
1165.2	0.54408
1165.4	0.54129
1165.6	0.53851
1165.8	0.53575
1166.0	0.533
1166.2	0.53038
1166.4	0.52777
1166.6	0.52518
1166.8	0.5226
1167.0	0.5201
1167.2	0.51932
1167.4	0.51853
1167.6	0.51775
1167.8	0.51697
1168.0	0.51615
1168.2	0.51372
1168.4	0.51129
1168.6	0.50887
1168.8	0.50647
1169.0	0.50419
1169.2	0.50457
1169.4	0.50496
1169.6	0.50534
1169.8	0.50573
1170.0	0.50608
1170.2	0.50432
1170.4	0.50257
1170.6	0.50082
1170.8	0.49908
1171.0	0.49746
1171.2	0.49896
1171.4	0.50048
1171.6	0.50199
1171.8	0.50351
1172.0	0.50501
1172.2	0.50423
1172.4	0.50345
1172.6	0.50267
1172.8	0.50189
1173.0	0.50122
1173.2	0.5036
1173.4	0.50598
1173.6	0.50838
1173.8	0.51079
1174.0	0.51319
1174.2	0.5131
1174.4	0.51301
1174.6	0.51292
1174.8	0.51284
1175.0	0.51284
1175.2	0.516
1175.4	0.51917
1175.6	0.52236
1175.8	0.52557
1176.0	0.52879
1176.2	0.52969
1176.4	0.53059
1176.6	0.53149
1176.8	0.53239
1177.0	0.53337
1177.2	0.53693
1177.4	0.5405
1177.6	0.5441
1177.8	0.54772
1178.0	0.55136
1178.2	0.55317
1178.4	0.55499
1178.6	0.55681
1178.8	0.55863
1179.0	0.56053
1179.2	0.56452
1179.4	0.56853
1179.6	0.57258
1179.8	0.57665
1180.0	0.58074
1180.2	0.58336
1180.4	0.58599
1180.6	0.58864
1180.8	0.59129
1181.0	0.594
1181.2	0.59806
1181.4	0.60214
1181.6	0.60626
1181.8	0.6104
1182.0	0.61456
1182.2	0.61798
1182.4	0.62141
1182.6	0.62487
1182.8	0.62834
1183.0	0.63183
1183.2	0.63506
1183.4	0.6383
1183.6	0.64156
1183.8	0.64484
1184.0	0.64815
1184.2	0.6524
1184.4	0.65667
1184.6	0.66097
1184.8	0.6653
1185.0	0.66957
1185.2	0.67164
1185.4	0.67371
1185.6	0.67579
1185.8	0.67788
1186.0	0.67999
1186.2	0.68346
1186.4	0.68695
1186.6	0.69046
1186.8	0.69399
1187.0	0.69748
1187.2	0.69972
1187.4	0.70197
1187.6	0.70423
1187.8	0.70649
1188.0	0.70875
1188.2	0.71021
1188.4	0.71168
1188.6	0.71316
1188.8	0.71463
1189.0	0.71612
1189.2	0.71794
1189.4	0.71975
1189.6	0.72157
1189.8	0.7234
1190.0	0.72517
1190.2	0.72451
1190.4	0.72386
1190.6	0.7232
1190.8	0.72255
1191.0	0.7219
1191.2	0.72202
1191.4	0.72214
1191.6	0.72227
1191.8	0.72239
1192.0	0.72247
1192.2	0.72117
1192.4	0.71988
1192.6	0.71859
1192.8	0.7173
1193.0	0.716
1193.2	0.71362
1193.4	0.71124
1193.6	0.70888
1193.8	0.70652
1194.0	0.70419
1194.2	0.7023
1194.4	0.70042
1194.6	0.69855
1194.8	0.69668
1195.0	0.69479
1195.2	0.69127
1195.4	0.68778
1195.6	0.6843
1195.8	0.68084
1196.0	0.67739
1196.2	0.67356
1196.4	0.66976
1196.6	0.66598
1196.8	0.66222
1197.0	0.6585
1197.2	0.65538
1197.4	0.65227
1197.6	0.64918
1197.8	0.64611
1198.0	0.64298
1198.2	0.63857
1198.4	0.6342
1198.6	0.62985
1198.8	0.62553
1199.0	0.62125
1199.2	0.61721
1199.4	0.6132
1199.6	0.60921
1199.8	0.60526
1200.0	0.60132
